,Landmark,ID017,ID019,ID021,ID023,ID024,ID032,ID036,ID037,ID038,ID041,Mean,St. deviation,SEM
0,1,2.546533027090104,3.4562968122429893,3.658252656665485,3.0,3.390631793327372,3.1975579324387415,2.8598374709257195,3.8517010407129844,2.29128784747792,3.222877406217955,3.1474975987099274,0.485133430146231,0.1534126608352283
1,2,2.398730132799436,1.4155939566132656,1.4155939566132656,1.2064727761314407,3.6348339907882425,2.23606797749979,1.7340543372237265,2.426324863161937,0.4166666666666572,1.7340543372237265,1.8618392994721487,0.8717421905550977,0.2756690854618632
2,3,2.785918380512922,4.358898943540674,7.483314773547883,2.9930531814417787,2.2497831749418764,2.391524148969028,1.8693433190413358,5.656854249492381,3.7844982661787987,1.4999999999999944,3.5073188437666674,1.8724504892406921,0.5921208351897193
3,4,1.4142135623730951,3.212708983678208,1.4142135623730951,1.7967735143106967,3.449815138495973,2.9019150764815604,2.449489742783178,1.6062621594870496,1.7320508075688772,2.23694127102166,2.2214383818573396,0.7533871077822479,0.23824192203986694
4,5,4.661849365452801,3.1229680894142993,2.943589436865602,1.1610370961377683,2.6733983660370337,1.348059176941519,4.47213595499958,2.0,4.119915231186577,1.0266531159542818,2.7529605832989463,1.3622944645730855,0.43079533518905117
5,6,3.037746463952334,2.6323017201071393,11.83532847030449,9.411528834360542,,2.173196736862284,1.3707320124663318,10.639241955503936,2.7564762230425655,1.0204520145747125,4.986333825686038,4.322495068120665,1.4408316893735549
6,7,1.4145381838768252,2.901795172804856,2.0615528128088343,2.23606797749979,1.8704945870009877,1.1817804103434726,1.9164167243124541,1.7514166601526657,2.588219912269224,3.605551275463989,2.15278337165331,0.7196389277587975,0.2275698104639171
7,8,4.6473278612553255,8.602325267042627,10.816653826391969,9.567597782915001,6.476134048414956,5.801981865887246,9.273618495495704,2.8284271247461903,2.5792979234236895,7.14142842854285,6.773479262411556,2.8400401790066248,0.8980995612053254
8,9,6.708203932499369,2.7863903300979525,4.9623234215045136,6.0,7.245957924939946,8.48528137423857,4.1914626772762755,4.422951503238533,4.58257569495584,4.135362679354238,5.352050953810524,1.721760107313641,0.5444683523527039
9,10,2.4284033555286633,6.48074069840786,3.5301950501221206,2.2672946434021317,3.3166247903554,8.325764792197772,5.286134059631745,2.2081741457256667,3.8595964005320558,4.664880610595638,4.236780854649906,1.9942173642011098,0.6306269020333038
10,11,3.659965687982508,0.6370994362028476,5.140652084597367,5.160181332470275,5.327185584340008,5.676543005726978,6.28596173770255,2.008465463483406,2.838366877380774,8.943668013229482,4.567808922311619,2.3664566938165694,0.748339313661206
11,12,4.123105625617661,2.4759042874909998,3.605551275463989,3.1942330847951435,1.124995434281066,1.4142135623730951,3.14380146547471,4.0,2.6470633623780935,2.27181799992723,2.800068609780199,1.0136067995455096,0.32053061383975334
12,13,3.0,14.739402972983676,10.880813519523626,2.424645592658853,7.533823334218908,7.810249675906654,2.23606797749979,8.578857732822028,11.916375287812984,6.0513565782474235,7.5171592671673935,4.221879321994488,1.3350754663869993
13,14,1.9111371927223877,4.363952524106226,4.423166787736249,3.1622776601683795,4.373959221846547,1.9913306917424385,2.2088246308840365,3.3166247903554,2.325985369581782,2.487611026020761,3.056486989516421,1.0227438186837203,0.32341999298988283
14,15,9.158773722211624,12.68857754044952,2.0,1.0,11.575836902790225,5.421627460581319,9.069178573608527,8.787971065899448,6.745585941006163,8.18535277187245,7.463290397841926,3.774939439299277,1.193740665738465
15,16,3.0,4.2643001835428205,3.0,2.372805108227943,1.9466926047284472,3.366164844394459,4.358898943540674,3.1622776601683795,2.3020225799234737,1.3590833079750821,2.913224523250128,0.955265068610815,0.3020813386007194
16,17,2.4507622952184636,2.3456242505994007,2.2081263024821696,5.023669262760274,5.409103437724239,5.916079783099616,1.6083460011776363,3.7416573867739413,2.23606797749979,3.5795069244918527,3.4518943621827383,1.5320125973981655,0.4844649211848752
17,18,1.9508197224452224,2.8284271247461903,4.178862360140616,4.458255127419625,14.627861121423532,7.033586717644957,1.202123914844183,2.0124868461147907,2.6715490284193404,5.372637562222116,4.633660952542058,3.9353069295160634,1.2444533189114466
18,19,3.032589216082054,4.947042426774749,1.6363636363636214,2.449489742783178,14.214009366949819,4.482992552104267,3.1622776601683795,4.748113479968189,13.884844147670984,5.830951894845301,5.838867412371053,4.507925719262088,1.4255312795720974
19,20,1.5512271820641819,2.21233913413935,2.23606797749979,3.5986462874309804,1.3152946437966,1.0,3.1622776601683795,1.5,3.1630520007081184,1.3703703703703687,2.110927525617777,0.9161312402297918,0.28970613547610213
20,21,2.587235393668019,3.0007207899962256,4.018153251875238,3.640054944640259,4.123105625617661,5.024937810560445,4.257805332562775,3.829828317341673,4.340994477753422,3.598618072140539,3.8421454016156256,0.6923094363628165,0.21892746645338967
21,22,1.1446332098909118,1.924392682700651,1.9416487838947627,1.865505223624149,2.0,0.9731034276773167,3.008904739085996,1.4142135623730951,0.0625,2.8184141376225122,1.7153315766869395,0.8684443596963045,0.2746262197766856
22,23,8.42607917313888,1.7190163760238004,6.080257320695602,4.5965796439788145,5.477225575051661,3.640054944640259,3.9548719823395393,2.881390379422192,7.685594275981527,1.5664246551871206,4.60274943264594,2.3312930636077294,0.7372195974352223
23,24,3.764252913925928,4.242640687119285,3.844388246217387,4.6655732441089155,6.898802025551608,8.103357272943777,,2.23606797749979,3.0,2.4179766701045815,4.352562115274586,1.9785664518718742,0.659522150623958
24,25,3.821035022343472,6.851741879406053,6.782329983125268,,,2.1498932104471047,7.405241848691142,2.427847697950671,5.477225575051661,6.324555320336759,5.1549838171690165,2.08086185029748,0.7356957625288673
25,26,1.3132438368406685,1.223056731552165,2.018146839718711,3.7416573867739413,5.9985753294349795,2.6681130336801275,3.605551275463989,6.04546656670965,4.047074111536126,5.831286843399148,3.6492171955109507,1.8606344998116293,0.5883842912492881
26,27,3.158064290713404,4.576871759405194,7.581231380988025,3.4426098384801027,,6.534163363333208,4.968789164859817,5.289622274437775,3.1622776601683795,2.872503352513992,4.620681453877767,1.6472332475432347,0.5490777491810782
