,Landmark,ID017,ID019,ID021,ID023,ID024,ID032,ID036,ID037,ID038,ID041,Mean,St. deviation,SEM
0,1,3.281752000650229,0.8936504412303096,2.149534511227583,4.031128874149275,2.0615528128088303,3.346066216034133,2.0485959977824306,2.7063592084734895,1.3314853305972096,2.505570353778071,2.4355695746731563,0.9508496330438772,0.30068505527539535
1,2,1.013782571383438,1.4642274165662135,1.0650821564555408,2.0787029410571893,2.626683194525391,0.9007265677051367,1.090309823033835,2.5936539507664684,1.3707320124663318,1.1693091766582877,1.5373209810617832,0.6554340749811018,0.20726645330258647
2,3,10.442285301314541,16.610442641113693,6.331887554276379,11.85697692083961,16.782449910546426,14.272452788054945,13.018448448259882,8.291352743316255,17.976237779817918,13.507665647697976,12.909019973523764,3.776875278861186,1.1943528319584946
3,4,4.279880574447104,4.837293487480754,6.116956740350019,4.825679461037734,3.0086948828286095,7.428876672605374,4.898979485566356,4.932832807441674,5.5668479338281935,5.84680435000747,5.174284639559328,1.1755435042896343,0.37173949621711616
4,5,10.315362636754204,11.518457284856437,8.560186079419402,4.92969604683565,2.547806791035071,9.625853960656146,6.9823048479478365,7.540146300196939,8.994641808722436,7.132309213063028,7.8146764969487155,2.635162929223588,0.8333116861987621
5,6,14.3776163179479,10.488088481701515,23.975636662846355,20.528164933952464,,15.403080302734905,14.818967594067278,24.74397885943,16.342276463210386,14.150109540212059,17.203102128455875,4.819865500122746,1.6066218333742486
6,7,3.8861262340768175,0.8908708063747406,4.336609633727586,4.980070018954551,3.9902562986253995,2.3522452787155617,2.6678238230095417,3.1878676258590257,2.8284271247461903,4.028371603734916,3.3148668447824337,1.1823823094750399,0.3739021163031213
7,8,9.166984236923287,12.716708750319134,15.468857603441691,9.01255607446622,12.674929828359847,11.9360819402069,13.74075737218231,7.483314773547883,6.1723176902144505,11.300166450753926,10.967267472041566,2.928291592197822,0.9260071084466066
8,9,8.110413019754322,6.90171576896322,9.06268345496844,8.366905165042592,11.068087541114615,7.895146188218022,3.835069113072244,5.724071977185458,5.678908345800265,5.825545765941099,7.246854634006027,2.0783654424787654,0.6572368608416568
9,10,4.670825301436548,4.081666326391712,3.093748521899165,3.7208047187540005,5.850054742980446,8.203773711785741,3.2015621187164243,7.941955223858779,4.152644278565228,2.8703908038877706,4.778742574827581,1.9396954217629767,0.6133855499771943
10,11,8.644023125979542,3.9150793561412494,9.433981132056603,7.328369532167438,1.4782155144857758,9.490193649773646,11.122358948425001,3.238970469951129,8.069340605805408,12.316429857894871,7.5036962192680665,3.54264198043735,1.1202817592711696
11,12,3.7658207466223828,1.6954429424866164,3.677045166573933,4.2796915352848,1.942469152792404,1.9492934355707503,3.238882957408526,4.096019535238786,2.407380644925108,1.974004613691691,2.9026050730595,1.0096224429854637,0.31927064966575547
12,13,16.602434512987383,24.036439004145354,20.72094201566444,12.818494436630557,18.94445168188855,16.9177641490137,11.128661529492947,4.960510726393664,20.34053207017849,18.142577520645393,16.46128076470405,5.515351874305731,1.744107402008481
